Food_Code,Food_Name,Description,Group,Protein,Fat,Carbohydrate,Energy,Total_sugars
13-520,"Lettuce, average, raw","22 samples, autumn and winter, UK grown and imported, including shredded, Iceberg, Romaine and Little Gem",DG,1.2,0.1,1.4,11,1.4
17-201,"Lime juice cordial, diluted",Calculated from 50g concentrate to 200ml water,PCC,Tr,0,6,22,6
17-200,"Lime juice cordial, undiluted",6 bottles of the same brand (Roses),PCC,0.1,0,29.8,112,29.8
14-279,"Lime juice, fresh",Literature sources,FC,0.4,0.1,1.6,9,1.6
14-131,"Limes, flesh only",Literature sources;,FA,0.7,0.3,0.8,9,0.8
14-132,"Limes, flesh only, weighed with peel and pips",Calculated from 14-131,FA,0.5,0.2,0.6,6,0.6
16-091,"Ling, raw",Literature sources,JA,18.8,0.7,0,82,0
17-768,"Liqueurs, cream","17% ABV, 2 samples of Baileys Original Irish Cream",QI,3,13,21.8,305,21.8
17-244,"Liqueurs, high strength","30-40% ABV. 5 samples including Pernod, Drambuie, Cointreau, Grand Marnier and Southern Comfort",QI,Tr,0,24.4,314,24.4
17-245,"Liqueurs, low-medium strength","20-28% ABV. 10 samples including cherry brandy, Tia Maria and Creme de Menthe",QI,Tr,0,32.8,262,32.8
17-777,Liquorice allsorts,"7 samples, 4 brands",SEC,3.7,5.2,76.7,349,62.4
13-833,Liquorice powder,Literature sources,H,6.3,1.7,N,N,N
19-603,"Liver and bacon, fried, homemade",Recipe,MR,28.9,14.7,Tr,247,0
19-604,"Liver and onions, stewed, homemade",Recipe,MR,14.7,6.9,5.4,142,4.3
19-106,Liver sausage,"10 samples, 4 brands",MI,13.4,16.7,6,226,1
18-410,"Liver, calf, fried in corn oil",10 samples,MG,22.3,9.6,Tr,176,0
18-409,"Liver, calf, raw",10 samples,MG,18.3,3.4,Tr,104,0
18-412,"Liver, chicken, fried in corn oil",10 samples,MG,22.1,8.9,Tr,169,0
18-411,"Liver, chicken, raw",10 samples,MG,17.7,2.3,Tr,92,0
18-494,"Liver, lamb, fried in corn oil",10 samples,MG,30.1,12.9,Tr,237,0
18-413,"Liver, lamb, raw",10 samples,MG,20.3,6.2,Tr,137,0
18-415,"Liver, ox, raw",33 samples,MG,21.1,7.8,Tr,155,0
18-416,"Liver, ox, stewed","18 samples, coated in seasoned flour",MG,24.8,9.5,3.6,198,Tr
18-417,"Liver, pig, raw",10 samples,MG,21.3,3.1,Tr,113,0
18-418,"Liver, pig, stewed","18 samples, coated in seasoned flour",MG,25.6,8.1,3.6,189,0
16-332,"Lobster, boiled",Boiled in fresh water,JK,22.1,1.6,Tr,103,Tr
16-343,"Lobster, boiled, weighed with shell",Calculated from boiled 16-332,JK,8,0.6,Tr,37,Tr
14-133,"Loganberries, raw",Whole fruit,FA,1.1,Tr,3.4,17,3.4
14-134,"Loganberries, stewed with sugar","Calculated from 700g fruit, 210g water, 84g sugar",FA,0.8,Tr,12.5,50,12.5
14-135,"Loganberries, stewed without sugar","Calculated from 700g fruit, 210g water",FA,0.9,Tr,2.9,14,2.9
12-390,"Lollies, containing ice-cream",3 samples,BP,1.4,3.8,20.9,118,20.9
12-389,"Lollies, with real fruit juice","10 samples, 6 brands, assorted flavours",BP,0.1,0.3,18.6,73,17.8
14-138,"Longans, canned in syrup, drained",Literature sources; fruit only,FA,0.4,0.3,17.1,67,17
14-139,"Longans, canned in syrup, whole contents",Literature sources; fruit and syrup,FA,0.3,0.2,16.5,63,16.4
14-137,"Longans, flesh only, dried",Literature sources,FA,4.9,0.4,72,286,71.5
14-140,"Loquats, flesh only, raw",Literature sources;,FA,0.7,0.2,6.3,28,6.3
13-271,"Lotus tubers, raw",Literature sources,DG,2.1,0.1,11,51,5.5
17-761,Lucozade,"Including lemon, orange and tropical flavours",PCA,Tr,0,16,60,11.1
19-136,"Luncheon meat, Chinese, steamed","10 samples from different shops, steamed for 15 minutes",MI,11.9,22.3,10.5,288,N
14-143,"Lychees, flesh only, raw, weighed with skin and stone",Calculated from 14-143,FA,0.5,0.1,8.9,36,8.9
14-142,"Lychees, raw, flesh only",Analysis and literature sources;,FA,0.9,0.1,14.3,58,14.3
14-891,"Macadamia nuts, salted",8 samples,G,7.9,77.6,4.8,748,4
11-954,"Macaroni cheese, homemade",Recipe,AD,7.8,8.6,19.8,183,2.8
12-951,"Macaroon, homemade",Recipe,CDH,9.9,17.8,64,442,62
13-834,"Mace, ground",Literature sources,H,6.7,32.4,N,N,N
16-394,"Mackerel, flesh only, grilled","7 samples, 7 products, frozen and chilled",JC,20.3,22.4,0,283,0
16-479,"Mackerel, flesh only, grilled, fillets weighed with bones and skin",Calculated from 16-394 using 0.98 edible conversion factor,JC,19.9,22,0,278,0
16-393,"Mackerel, flesh only, raw","7 samples, 7 products, frozen and chilled",JC,18,17.9,0,233,0
16-414,"Mackerel, flesh only, smoked","11 samples, 11 products, flesh only",JC,21.1,24.1,0,301,0
17-651,Maltesers and similar products,"9 samples, 3 products",SEA,7.6,23.3,63,476,55.5
14-145,"Mammie apple, flesh only",Literature sources;,FA,0.5,0.4,14.4,60,14.4
14-146,"Mandarin oranges, canned in juice, whole contents","10 samples, 4 brands. Drained proportion = 0.56",FA,0.7,Tr,7.7,32,7.7
13-273,"Mango, unripe, green flesh, raw",Literature sources.,DG,0.5,0.2,11.2,46,5.6
14-378,"Mangoes, ripe, flesh only, raw","11 samples, imported, whole and prepacked chunks",FA,0.7,0.6,10.7,48,10.4
14-379,"Mangoes, ripe, flesh only, raw, weighed with skin and stone",Calculated from 14-378,FA,0.4,0.4,6.7,30,6.5
14-151,"Mangosteen, flesh only",Literature sources;,FA,0.6,0.5,16.4,73,16.1
13-835,"Marjoram, dried",Literature sources,H,12.7,7,42.5,271,N
17-078,Marmalade,4 brands,SC,0.1,0,69.5,261,69.5
13-276,"Marrow, boiled in unsalted water",Based on boiled in salted water,DG,0.4,0.2,1.6,9,1.4
13-277,"Marrow, parwal, raw",5 samples. Ends trimmed,DG,1.6,Tr,2.1,14,0.8
13-274,"Marrow, raw","Flesh only, seeds removed",DG,0.5,0.2,2.2,12,2.1
17-668,Mars bar and own brand equivalents,"16 samples, 3 brands, including standard, snack and fun size",SEA,4.1,15.3,66.6,404,63.3
17-114,Marshmallows,7 samples of different brands,SEC,3.9,0,83.1,327,64.5
14-893,"Marzipan, homemade",Recipe,GA,10.4,25.7,50.1,460,48.7
14-875,"Marzipan, white and yellow, retail",10 samples,GA,5.3,12.7,67.6,389,67.6
13-588,"Matoki, boiled in unsalted water","Green banana from East Africa. LGC. As raw; chopped and boiled 12 minutes, based on boiled in salted water",DG,1.3,0.2,22.3,91,0.6
13-279,"Matoki, raw",5 samples. Flesh only,DG,1.2,0.2,22.3,90,0.9
17-809,"Mayonnaise, homemade",Recipe,WC,1.7,84.2,0.1,786,0.1
17-679,"Mayonnaise, reduced fat","12 samples, 8 brands",WCG,1,28.1,8.2,288,4.6
17-654,"Mayonnaise, standard, retail","11 samples,7 products",WCG,1.1,74.8,2.4,686,2.4
15-822,"Mchicha, homemade",Recipe. West Indian dish. Steamed spinach with onion and tomato.,DR,3.6,4.7,4,73,3
19-605,"Meat loaf, homemade",Recipe,MR,16.6,10.9,12.7,213,1.5
19-326,"Meat samosas, takeaway",10 samples from Indian restaurants,MR,11.4,17.3,18.9,272,1.9
19-506,Meat spread,10 samples of a mixture of beef and ham based spreads. 70-90% meat,MI,15.7,13.4,2.3,192,0.2
19-613,"Meatballs, pork and beef, in tomato sauce, homemade",Recipe,MR,10,7.2,4.6,123,2.8
14-152,"Medlars, flesh only",Flesh only,FA,0.5,Tr,10.6,42,10.6
14-826,Melon seeds,Literature sources,GA,28.5,47.7,9.9,583,N
14-339,"Melon, Canteloupe-type, flesh only","10 samples, Canteloupe, Charantais and Rock;",FA,0.6,0.1,4.2,19,4.2
14-352,"Melon, Canteloupe-type, flesh only, weighed whole",Calculated from 14-339 using edible portion of 0.59,FA,0.4,0.1,2.5,12,2.5
14-353,"Melon, Canteloupe-type, flesh only, weighed with skin",Calculated from 14-339 using edible portion of 0.66; no pips,FA,0.4,0.1,2.8,13,2.8
14-354,"Melon, flesh only, average","Average of Canteloupe-type, Galia and Honeydew varieties",FA,0.5,0.1,5.5,24,5.5
14-355,"Melon, flesh only, average, weighed whole",Calculated from 14-354 using edible conversion factor of 0.62,FA,0.3,0.1,3.5,15,3.5
14-356,"Melon, flesh only, average, weighed with skin",Calculated from 14-354 using edible conversion factor of 0.66; no pips,FA,0.3,0.1,3.7,16,3.7
14-159,"Melon, Galia, flesh only",11 samples;,FA,0.5,0.1,5.6,24,5.6
14-160,"Melon, Galia, flesh only, weighed whole",Calculated from 14-159,FA,0.3,0.1,3.6,16,3.6
14-161,"Melon, Galia, flesh only, weighed with skin",Calculated from 14-159; no pips,FA,0.3,0.1,3.8,16,3.8
14-357,"Melon, Honeydew, flesh only, weighed whole",Calculated from 14-328 using edible conversion factor of 0.58,FA,0.3,0.1,4,17,4
14-358,"Melon, Honeydew, flesh only, weighed with skin",Calculated from 14-328 using edible conversion factor of 0.62;  no pips,FA,0.3,0.1,4.3,18,4.3
14-296,"Melon, watermelon, flesh only",Literature sources;,FA,0.5,0.3,7.1,31,7.1
14-309,"Melon, watermelon, flesh only, weighed whole",Calculated from 14-296,FA,0.3,0.2,4,18,4
14-328,"Melon, yellow flesh, flesh only","22 samples, Honeydew, autumn and winter, whole and pre-prepared slices",FA,0.5,0.1,6.8,29,6.8
12-517,"Meringue, homemade",Without cream. Recipe,BR,6.3,Tr,96,385,96
12-585,"Meringue, with cream, homemade",Recipe. Ref. Wiles et al. (1980),BR,2.9,24.2,27.2,331,27.2
15-628,"Methi aloo, homemade","6 samples, fenugreek and potatoes",DR,2.7,10.4,10.1,142,1.5
11-1091,"Milk bread, homemade",Recipe,AF,8.8,7,50.8,289,2.1
12-513,"Milk drink, fermented, with probiotics","Including Yakult, Danone, Muller and own brand yogurt drinks",BH,3,1.2,12.7,70,12.3
17-733,"Milk shake, powder","6 samples (Nesquik), 3 flavours",PAA,1.3,1.6,98.3,388,98.3
12-589,"Milk shake, powder, made up with semi-skimmed milk",Recipe. Calculated from 15g powder to 200ml milk,BH,3.3,1.7,11.2,70,11.2
12-590,"Milk shake, powder, made up with skimmed milk",Recipe. Calculated from 15g powder to 200ml milk,BH,3.3,0.3,11.3,59,11.3
12-591,"Milk shake, powder, made up with whole milk",Recipe. Calculated from 15g powder to 200ml milk,BH,3.3,3.5,11.1,86,11.1
12-512,"Milk, 1% fat, pasteurised",Average of skimmed (12-307) and semi-skimmed (12-313) milk,BA,3.5,1,4.8,41,4.8
12-321,"Milk, Channel Islands, whole, pasteurised","Breakfast milk, average of 6 samples of summer and winter milk",BAB,3.5,4.7,4.3,72,4.3
12-322,"Milk, Channel islands, whole, summer",3 samples,BAB,3.9,4.7,4.1,73,4.1
12-323,"Milk, Channel islands, whole, winter",3 samples,BAB,3.2,4.7,4.4,72,4.4
12-520,"Milk, condensed, whole, sweetened","10 cans, 2 brands",BAR,7.4,8,55.5,310,55.5
12-324,"Milk, evaporated, light","7 samples, 4 brands",BAR,7.8,4.1,10.3,107,10.3
12-522,"Milk, evaporated, whole","12 samples, Ideal, Carnation and own brands",BAR,8.4,9.4,12.7,166,12.7
12-535,"Milk, flavoured, pasteurised, chocolate","9 samples, 6 brands, including low fat, semi-skimmed",BAR,3.6,1.5,11.7,72,11
12-326,"Milk, flavoured, pasteurised, strawberry, banana","10 samples, 6 brands, including low fat and semi-skimmed",BAR,3.6,1.5,9.6,64,8.9
12-328,"Milk, goats, pasteurised",20 samples from one herd and literature sources,BC,3.1,3.7,4.4,62,4.4
12-038,"Milk, human, colostrum",Literature sources,BC,2,2.6,6.6,56,6.6
12-536,"Milk, human, mature",Literature sources,BC,1.3,4.1,7.2,69,7.2
12-039,"Milk, human, transitional","Mixed sample, 15 mothers at 10th day post partum and literature sources",BC,1.5,3.7,6.9,67,6.9
12-313,"Milk, semi-skimmed, pasteurised, average","Average of summer/autumn and winter/spring milk. Samples from 11 areas, in glass bottles (50%), plastic containers (30%) and cartons (20%)",BAH,3.5,1.7,4.7,46,4.7
12-418,"Milk, semi-skimmed, pasteurised, summer and autumn",Samples taken in June and September,BAH,3.5,1.7,4.5,46,4.5
12-419,"Milk, semi-skimmed, pasteurised, winter and spring",Samples taken in January and March,BAH,3.4,1.7,4.9,47,4.9
12-314,"Milk, semi-skimmed, UHT","22 samples, average of winter and summer",BAH,3.3,1.6,4.9,46,4.9
12-329,"Milk, sheeps, raw",30 samples from 2 herds and literature sources,BC,5.4,5.8,5.1,93,5.1
12-521,"Milk, skimmed, dried, fortified","20 samples, 7 brands",BAR,36.1,0.6,52.9,348,52.9
12-307,"Milk, skimmed, pasteurised, average","Average of summer and winter milk. Samples from 11 areas, in glass bottles (50%), plastic containers (30%) and cartons (20%)",BAE,3.5,0.3,4.8,34,4.8
12-308,"Milk, skimmed, pasteurised, summer","Average of glass bottles, plastic containers and cartons",BAE,3.5,0.2,4.4,32,4.4
12-309,"Milk, skimmed, pasteurised, winter","Average of glass bottles, plastic containers and cartons",BAE,3.5,0.2,4.2,32,4.2
12-554,"Milk, skimmed, UHT","22 samples, summer (June/Sep) and winter (Jan/Mar), unfortified and manufacturers' data",BAE,3.4,0.1,4.9,33,4.9
12-523,"Milk, soya, non-dairy alternative to milk, sweetened, fortified","10 samples, 9 brands",BC,3.1,2.4,2.5,43,2.2
12-524,"Milk, soya, non-dairy alternative to milk, unsweetened, fortified","10 samples, 8 brands",BC,2.4,1.6,0.5,26,0.2
12-596,"Milk, whole, pasteurised, average","Average of summer/autumn and winter/spring standardised milk. Analytical data, 1995-1996; and industry data",BAK,3.4,3.6,4.6,63,4.6
12-598,"Milk, whole, pasteurised, summer and autumn",Standardised milk. Samples taken in June and September,BAK,3.4,3.6,4.1,61,4.1
12-597,"Milk, whole, pasteurised, winter and spring",Standardised milk. Samples taken in January and March,BAK,3.3,3.6,5,64,5
12-320,"Milk, whole, UHT","22 samples, summer (Jun/Sep) and winter (Jan/Mar)",BAK,3.2,3.9,4.8,66,4.8
12-327,"Milkshake, thick, takeaway","10 samples, 3 brands including chocolate, vanilla, and banana",BAR,3.7,1.8,15.3,88,11.1
17-669,Milky Way and own brand equivalents,"16 samples, 3 brands, including standard and fun size",SEA,3.8,15.7,76.6,444,69.7
11-1092,"Mince pies, homemade, individual",Recipe,AP,4.2,23.5,55.5,436,29
11-848,"Mince pies, retail","10 samples, 8 products",AS,3.8,14.9,60.7,377,35.5
17-765,Mincemeat,10 samples of the same brand,SC,0.6,4.3,62.1,274,62.1
17-852,"Mincemeat, vegetarian, homemade",Recipe,S,1.7,9.5,43.8,306,42.5
11-825,"Minibreads, toasted, retail","10 samples, 6 products, including bruschettinne and crostini",AM,10.5,13.6,68.9,423,3.3
17-707,Mint sauce,"8 samples, 4 brands",WCN,1.6,Tr,21.5,101,21.5
17-811,"Mint sauce, homemade",Recipe,WC,0.8,0.1,19.4,85,N
13-837,"Mint, dried",10 samples and calculation from fresh,H,24.8,4.6,34.6,279,N
13-836,"Mint, fresh",Literature sources,H,3.8,0.7,5.3,43,N
13-886,Mixed curry spices,"Recipe, equal quantities of curry powder, garam masala, paprika and chilli powder",H,13.2,13.3,N,N,N
13-884,"Mixed herbs, dried","Recipe; Equal quantities of Marjoram, Parsley, Sage and Thyme",H,12.1,8.5,36.3,261,N
17-059,Molasses,Literature sources,SC,0,0.1,68.8,266,59.4
16-093,"Monkfish, flesh only, grilled","Calculated from raw, pieces from tail end",JA,22.7,0.6,0,96,0
16-094,"Monkfish, flesh only, grilled, weighed with bones",Calculated from grilled 16-093,JA,17.5,0.4,0,74,0
16-092,"Monkfish, flesh only, raw",Literature sources,JA,15.7,0.4,0,66,0
11-912,"Mooli paratha, homemade","5 samples, radish filled flatbread",AF,5.9,2.3,33.8,171,1.8
19-609,"Moussaka, homemade",Recipe,MR,8.5,8,4.5,128,2.7
19-507,"Moussaka, retail, reheated","8 samples, 4 brands of beef and lamb. 20-23% meat, chilled/frozen/longlife",MR,8.3,8.3,8.6,140,2
15-734,"Moussaka, vegetable, homemade",Recipe,DR,4.4,8.6,8.7,133,2.4
15-652,"Moussaka, vegetable, retail","7 samples, 3 brands; cooked in conventional and microwave ovens according to packet directions",DR,5.9,4.9,8,98,4.5
12-401,"Mousse, chocolate, low fat","7 samples, 4 brands",BR,5.5,3.7,18,123,15.8
12-402,"Mousse, fruit","8 samples, assorted flavours, fresh",BR,4.5,6.4,18,143,18
11-781,"Muesli, Swiss style, no added sugar or salt, unfortified","6 samples, 5 products, including Jordans Natural Muesli and own brands",AI,9.8,5.9,70.7,357,13
11-780,"Muesli, Swiss style, unfortified","11 samples, 9 products, including Alpen and own brand",AI,9.2,6.3,72.6,366,21.3
11-1094,"Muffins, American style, chocolate chip, homemade",Recipe,AN,6.3,17.5,53.6,384,28.2
11-737,"Muffins, American, chocolate, retail","10 samples, 9 products",AN,5.5,25.4,49.5,436,30.9
11-738,"Muffins, American, not chocolate, retail","10 samples, 10 products, including blueberry, cherry, toffee",AN,5,19.5,47.8,375,27.7
11-1095,"Muffins, bran, homemade",Recipe,AP,8.2,7,44.5,263,17.3
11-541,"Muffins, English style, white",10 samples,AP,10,1.9,44.2,223,3.4
11-542,"Muffins, English style, white, toasted",Calculated using a weight loss of 12.6%,AP,11.3,2.7,51,261,3.8
14-168,"Mulberries, whole fruit, raw",Whole fruit,FA,1.3,Tr,8.1,36,8.1
14-169,"Mulberries, whole fruit, stewed with sugar","Calculated from 700g fruit, 210g water, 84g sugar",FA,1,Tr,16.2,65,16.2
14-170,"Mulberries, whole fruit, stewed without sugar","Calculated from 700g fruit, 210g water",FA,1.1,Tr,6.9,30,6.9
16-096,"Mullet, Grey, flesh only, grilled","Calculated from raw, whole fish with guts removed",JA,25.7,5.2,0,150,0
16-095,"Mullet, Grey, flesh only, raw",Literature sources,JA,19.8,4,0,115,0
16-097,"Mullet, Grey, grilled, weighed with bones and skin",Calculated from grilled 16-096,JA,14.1,2.9,0,82,0
16-099,"Mullet, Red, flesh only, grilled","6 samples, grilled for 7 minutes, whole fish with guts removed",JA,20.4,4.4,0,121,0
16-100,"Mullet, Red, flesh only, grilled, weighed with bones and skin",Calculated from grilled 16 - 099,JA,9.6,2.1,0,57,0
16-098,"Mullet, Red, flesh only, raw","6 samples, purchased whole",JA,18.7,3.8,0,109,0
17-416,"Mushroom, dried",Calculated from raw mushroom,DI,21.8,6,4.8,159,3.6
13-288,"Mushrooms, Chinese, dried, raw",Literature sources,DG,10,1.8,59.9,284,N
13-289,"Mushrooms, Jew's ear, tender, dried, raw",Literature sources;,DG,6.9,1,62.4,279,N
13-290,"Mushrooms, Jew's ear, tender, dried, soaked, raw",Literature sources;,DG,0.7,0.7,5.7,29,N
13-291,"Mushrooms, Jew's ear, tough, dried, raw",Literature sources:,DG,4.8,2,68.7,325,N
13-292,"Mushrooms, Jew's ear, tough, dried, soaked, raw",Literature sources:,DG,1.1,0.2,15.1,76,N
13-293,"Mushrooms, oyster, raw",Literature sources,DG,1.6,0.2,Tr,8,Tr
13-295,"Mushrooms, shiitake, cooked",Literature sources:,DG,1.6,0.2,12.3,55,N
13-294,"Mushrooms, shiitake, dried, raw",Literature sources:,DG,9.6,1,63.9,296,N
13-546,"Mushrooms, white, fried in corn oil",Calculated from 13-505 and 17-033,DG,1.4,11,0.4,106,0.4
13-507,"Mushrooms, white, fried in rapeseed oil","Calculated from raw, cooked for 6.5-10 minutes. Water and fat analysed, 2011",DG,1.4,11,0.4,106,0.4
13-545,"Mushrooms, white, fried in salted butter",Calculated from 13-507 and 13-416,DG,1.4,11,0.4,106,0.4
13-505,"Mushrooms, white, raw","11 samples, closed cap and button, UK grown and imported, pre-packed and loose",DG,1,0.2,0.3,7,0.3
13-506,"Mushrooms, white, stewed in unsalted water","As raw, stewed for 5-10 minutes",DG,1.4,0.3,0.1,9,Tr
16-411,"Mussels in white wine sauce, cooked","6 samples, 6 products, frozen and chilled",JM,9.7,3.2,3.7,82,0.8
16-390,"Mussels, purchased cooked","7 samples, 6 products, frozen and chilled",JM,17.7,2.2,3.5,104,Tr
16-497,"Mussels, raw",Purchased alive,JM,12.1,1.8,2.5,74,Tr
13-297,"Mustard and cress, raw",Leaves and cut stems,DG,1.6,0.6,0.4,13,0.4
13-299,"Mustard leaves, boiled in unsalted water",Literature sources,DG,2,0.2,1.9,17,0.5
13-298,"Mustard leaves, raw",Literature sources;,DG,2.5,0.3,3.6,27,0.8
17-362,Mustard powder,2 brands,WY,28.9,28.7,20.7,452,N
13-839,Mustard seeds,Literature sources,H,24.9,28.8,N,N,N
17-363,"Mustard, powder, made up",Made up with an equal volume of water,WY,14.5,14.4,10.4,226,N
17-364,"Mustard, smooth","10 samples, 7 types including English and French",WY,7.1,8.2,9.7,139,7.8
17-365,"Mustard, wholegrain","9 samples, 5 brands",WY,8.2,10.2,4.2,140,3.9
14-380,"Nectarines, flesh and skin, raw","11 samples, imported",FA,1,0.3,9.8,43,9.8
14-381,"Nectarines, flesh and skin, raw, weighed with stones",Calculated from 14-380,FA,0.9,0.3,9,40,9
11-719,"Noodles, egg, dried, raw","10 samples, 6 products. Fine, medium and thick noodles",AD,12,2,72.6,338,1.7
11-941,"Noodles, egg, fine, dried, boiled in unsalted water",Calculated from medium cooked noodles,AD,4.7,0.8,27.5,129,Tr
11-1096,"Noodles, egg, fried with spring onions, homemade",Recipe,AD,5,12.2,30.5,244,0.2
11-724,"Noodles, egg, medium, dried, boiled in unsalted water","6 samples, 2 products",AD,5.8,1,35.7,166,Tr
